10000
    1     2     3
 1135     8     8
 1136     1     1
 1137    10    10
 1138     8     7
 1139     4     3
 1140     4     5
 1141     6     6
 1142     8     9
 1143     7     7
 1144    10    10
 1145     5     5
 1146     8     7
 1147     7     6
 1148    10    10
 1149     6     7
 1150     7     6
 1151     3     3
 1152     1     2
 1153     2     1
 1154     8     9
 1155     9    10
 1156     1     2
 1157     2     2
 1158     3     4
 1159     3     3
 1160     8     8
 1161     3     3
 1162    10     9
 1163     2     3
 1164     6     6
 1165     4     3
 1166     7     8
 1167     9     9
 1168     6     7
 1169     9    10
 1170    11    10
 1171     3     2
 1172     1     2
 1173    10    10
 1174     1     2
 1175     1     2
 1176     4     4
 1177     8     7
 1178     6     7
 1179     9     8
 1180    10    10
 1181    10    10
 1182     5     6
 1183     2     1
 1184     9    10
 1185     5     6
 1186     8     9
 1187    10    10
 1188     4     4
 1189     5     6
 1190    10    10
 1191     1     1
 1192     7     7
 1193     6     7
 1194     2     2
 1195     3     4
 1196     5     6
 1197    10     9
 1198     2     3
 1199     5     6
 1200     1     1
 1201     4     3
 1202     2     3
 1203    10    10
 1204     7     6
 1205     7     6
 1206     8     7
 1207     7     6
 1208     2     3
 1209     9     8
 1210     8     8
 1211     6     5
 1212     5     5
 1213     4     4
 1214     3     4
 1215     2     3
 1216     1     1
 1217     6     7
 1218     8     8
 1219     4     3
 1220     6     6
 1221     8     9
 1222     7     8
 1223     9     9
 1224     1     1
 1225     9     8
 1226     1     2
 1227     9     9
 1228     1     1
 1229     6     7
 1230     9     8
 1231     6     6
 1232     5     4
 1233     3     4
 1234     5     5
 1235    11    10
 1236     7     8
 1237     2     2
 1238     2     3
 1239    10    10
 1240     6     7
 1241     8     8
 1242     6     5
 1243    10    10
 1244     7     6
 1245     5     6
 1246     4     4
 1247     9     8
 1248     9    10
 1249     5     4
 1250     1     1
 1251     1     1
 1252     1     2
 1253    10    10
 1254     1     1
 1255     5     4
 1256     3     3
 1257     5     4
 1258     6     7
 1259    10    10
 1260     6     5
 1261     6     7
 1262     3     4
 1263     3     2
 1264     2     1
 1265     5     4
 1266     1     1
 1267     4     3
 1268     9    10
 1269     2     1
 1270     1     1
 1271     2     2
 1272     9     9
 1273     9    10
 1274     5     5
 1275     3     3
 1276     1     1
 1277     8     9
 1278     4     5
 1279     9    10
 1280     7     7
 1281     8     8
 1282    10    10
 1283     6     5
 1284     9    10
 1285     7     8
 1286     7     7
 1287     1     1
 1288     7     8
 1289     6     7
 1290    10    10
 1291     3     3
 1292     3     4
 1293     8     7
 1294     9    10
 1295     2     3
 1296     9    10
 1297     1     2
 1298     4     4
 1299     1     1
 1300     3     3
 1301     5     4
 1302     5     4
 1303     7     7
 1304     3     4
 1305     4     4
 1306     1     1
 1307     7     8
 1308     5     5
 1309     9    10
 1310     8     8
 1311     4     3
 1312     1     1
 1313     1     1
 1314     2     2
 1315     3     2
 1316    10     9
 1317    10     9
 1318     6     6
 1319     9     9
 1320     5     6
 1321     8     8
 1322     7     7
 1323     1     2
 1324     9    10
 1325     3     2
 1326     9     8
 1327     4     3
 1328     5     6
 1329     4     3
 1330     4     3
 1331     9     9
 1332     9     8
 1333     2     3
 1334     6     7
 1335     2     2
 1336     9     8
 1337    11    10
 1338     1     2
 1339     2     1
 1340    11    10
 1341     9     9
 1342    10    10
 1343     9    10
 1344     9     9
 1345     6     7
 1346     8     8
 1347     4     4
 1348     2     1
 1349     3     2
 1350     6     6
 1351     7     8
 1352     5     4
 1353     4     5
 1354     6     5
 1355     6     5
 1356     9     9
 1357     5     5
 1358    10     9
 1359     3     3
 1360    10     9
 1361     4     5
 1362    10    10
 1363     1     2
 1364    10    10
 1365     5     6
 1366    11    10
 1367     8     8
 1368     1     1
 1369     7     8
 1370     6     7
 1371     6     6
 1372     2     2
 1373     1     1
 1374     2     1
 1375     3     3
 1376     1     1
 1377    10     9
 1378     2     2
 1379     7     6
 1380     9     9
 1381    11    10
 1382     4     3
 1383     1     1
 1384     9    10
 1385     3     3
 1386     8     9
 1387     7     7
 1388     3     2
 1389     8     8
 1390     9     8
 1391    10    10
 1392     2     1
 1393     8     8
 1394     1     1
 1395     2     3
 1396     3     4
 1397     6     5
 1398     7     8
 1399     2     1
 1400     4     3
 1401     4     4
 1402     4     4
 1403     1     2
 1404     1     1
 1405     3     3
 1406     9    10
 1407     6     5
 1408     7     6
 1409     9     8
 1410    10     9
 1411     1     1
 1412     8     9
 1413     1     1
 1414     9    10
 1415     7     7
 1416     9     9
 1417     6     6
 1418     5     5
 1419     2     1
 1420     7     7
 1421     9    10
 1422     7     7
 1423     7     8
 1424     1     2
 1425     6     7
 1426     9     9
 1427     7     6
 1428     1     2
 1429     8     9
 1430     3     4
 1431     7     8
 1432     4     4
 1433     4     3
 1434     2     3
 1435     7     7
 1436     6     5
 1437     8     7
 1438     7     6
 1439     2     2
 1440     1     1
 1441     8     9
 1442     5     4
 1443     6     6
 1444     1     1
 1445     8     8
 1446     2     3
 1447    11    10
 1448     9     9
 1449     6     6
 1450     9     8
 1451     2     1
 1452     3     3
 1453     9    10
 1454     4     3
 1455     1     2
 1456     7     8
 1457     1     2
 1458    11    10
 1459     5     6
 1460     2     1
 1461     7     7
 1462    11    10
 1463     2     2
 1464     9    10
 1465     8     9
 1466     6     7
 1467     5     5
 1468    10     9
 1469     2     3
 1470     9     9
 1471    10    10
 1472     6     5
 1473     4     5
 1474     7     6
 1475     5     4
 1476     9     8
 1477     7     6
 1478     9     9
 1479     4     5
 1480    10    10
 1481     8     8
 1482     6     7
 1483     8     8
 1484     6     5
 1485    10     9
 1486     1     1
 1487     3     3
 1488     8     7
 1489     6     5
 1490     3     2
 1491    11    10
 1492     1     2
 1493     2     1
 1494     4     3
 1495     5     6
 1496     7     6
 1497     3     2
 1498     2     2
 1499     3     3
 1500     7     7
 1501     8     7
 1502     1     1
 1503     2     2
 1504     4     5
 1505     2     2
 1506    10    10
 1507     1     1
 1508     4     3
 1509     6     6
 1510     9     9
 1511     5     6
 1512    10    10
 1513     4     5
 1514     6     7
 1515     8     7
 1516     6     7
 1517     2     3
 1518     7     8
 1519     6     6
 1520     4     4
 1521     3     4
 1522     2     2
 1523     9    10
 1524     7     7
 1525     6     6
 1526     8     8
 1527     1     1
 1528     5     6
 1529     4     3
 1530     7     6
 1531     5     5
 1532     4     5
 1533     4     3
 1534     9    10
 1535     3     3
 1536     4     3
 1537     8     7
 1538     7     6
 1539     1     2
 1540     6     7
 1541     1     1
 1542     3     3
 1543     8     9
 1544     8     9
 1545     5     6
 1546     5     4
 1547     1     1
 1548     4     4
 1549     2     3
 1550     8     9
 1551     7     6
 1552     1     2
 1553     5     5
 1554     6     5
 1555     1     2
 1556     8     7
 1557     9     9
 1558     9     9
 1559     4     5
 1560     9     9
 1561     5     5
 1562     2     3
 1563     4     5
 1564     9    10
 1565     4     3
 1566     2     1
 1567     9    10
 1568     2     2
 1569    10     9
 1570     9     9
 1571     3     2
 1572     8     7
 1573     8     7
 1574     5     4
 1575    11    10
 1576     9    10
 1577     8     8
 1578     7     7
 1579     4     4
 1580     8     9
 1581     3     4
 1582     3     4
 1583     6     7
 1584     7     7
 1585     2     1
 1586     5     5
 1587     3     4
 1588     6     7
 1589     3     3
 1590     6     7
 1591     2     3
 1592     3     2
 1593     5     5
 1594     4     3
 1595     5     5
 1596     2     1
 1597     5     6
 1598     2     3
 1599     6     6
 1600     8     9
 1601     1     1
 1602     4     4
 1603     5     5
 1604     3     3
 1605     4     3
 1606    10     9
 1607     2     2
 1608     7     7
 1609    10     9
 1610     4     5
 1611     8     7
 1612     2     2
 1613     1     1
 1614     8     8
 1615     7     8
 1616     6     6
 1617     9     8
 1618     2     1
 1619     3     4
 1620     9    10
 1621     3     2
 1622     8     8
 1623    11    10
 1624     3     3
 1625     7     8
 1626     6     5
 1627     8     9
 1628     6     7
 1629     6     6
 1630     5     6
 1631     5     5
 1632     1     1
 1633     4     4
 1634     4     5
 1635    11    10
 1636     7     8
 1637    11    10
 1638     3     4
 1639     6     6
 1640     4     4
 1641     3     4
 1642     3     4
 1643     7     7
 1644     5     6
 1645     1     1
 1646    10    10
 1647     5     4
 1648     5     4
 1649     5     6
 1650     6     6
 1651     9    10
 1652     1     1
 1653     1     1
 1654     3     4
 1655     9    10
 1656     2     3
 1657     8     7
 1658     6     7
 1659     8     8
 1660     6     5
 1661     3     4
 1662     1     1
 1663     7     6
 1664     3     2
 1665     7     6
 1666     2     3
 1667     5     6
 1668     1     1
 1669     6     6
 1670     3     4
 1671     8     7
 1672     9     8
 1673     1     2
 1674    11    10
 1675     1     1
 1676     1     2
 1677     9     8
 1678     1     2
 1679     3     3
 1680     3     4
 1681     5     4
 1682     4     5
 1683     6     5
 1684     1     2
 1685     3     3
 1686     1     1
 1687     6     6
 1688     1     1
 1689     7     6
 1690     8     9
 1691     5     6
 1692     1     2
 1693     9     9
 1694     3     3
 1695     3     2
 1696     7     7
 1697     6     6
 1698     2     1
 1699     5     6
 1700     8     9
 1701     7     8
 1702     7     8
 1703     8     8
 1704     1     1
 1705     3     2
 1706     3     4
 1707     1     1
 1708     6     7
 1709     6     7
 1710     3     3
 1711     9    10
 1712     5     6
 1713     9    10
 1714     2     2
 1715     4     3
 1716     3     4
 1717     1     1
 1718     8     7
 1719     2     3
 1720     4     3
 1721    10    10
 1722    11    10
 1723     7     7
 1724     4     4
 1725     2     1
 1726     2     3
 1727     5     6
 1728     9     9
 1729     8     9
 1730     9    10
 1731    10     9
 1732     7     7
 1733     4     5
 1734    10     9
 1735     9    10
 1736     1     1
 1737     9     8
 1738     7     6
 1739     9     8
 1740     3     4
 1741     5     5
 1742     1     2
 1743     9     8
 1744     2     3
 1745     4     4
 1746     5     4
 1747     9     9
 1748     9    10
 1749     5     5
 1750     7     6
 1751     5     5
 1752     8     8
 1753     8     8
 1754    10    10
 1755     9     8
 1756     2     2
 1757     4     5
 1758     4     3
 1759     1     2
 1760     4     4
 1761     6     7
 1762     4     5
 1763     6     5
 1764     3     3
 1765     3     2
 1766     1     2
 1767     9     9
 1768     3     4
 1769     6     5
 1770     4     4
 1771     1     1
 1772     6     7
 1773     7     8
 1774     8     8
 1775     5     6
 1776     7     6
 1777     2     2
 1778     5     6
 1779     4     5
 1780     9    10
 1781     6     6
 1782     8     9
 1783     8     9
 1784     7     6
 1785     3     4
 1786     4     5
 1787     9     9
 1788     1     1
 1789     4     4
 1790    11    10
 1791     1     1
 1792    10    10
 1793     2     1
 1794    10    10
 1795     6     6
 1796     2     2
 1797     4     4
 1798     9     9
 1799     8     9
 1800     9    10
 1801     5     4
 1802     3     3
 1803    11    10
 1804    10     9
 1805     4     3
 1806     3     4
 1807     3     3
 1808    11    10
 1809     6     6
 1810     7     6
 1811     1     2
 1812     6     7
 1813     8     9
 1814     9     9
 1815     6     7
 1816     5     5
 1817    10     9
 1818    10     9
 1819     3     2
 1820     4     3
 1821     9    10
 1822     4     5
 1823     3     2
 1824     3     3
 1825     4     4
 1826     6     6
 1827     3     2
 1828     1     1
 1829     7     7
 1830     5     5
 1831     6     5
 1832     7     6
 1833     2     3
 1834     8     8
 1835     6     7
 1836     4     5
 1837     9     9
 1838     3     4
 1839     9     9
 1840     8     8
 1841     4     3
 1842     6     7
 1843     8     8
 1844     3     4
 1845     6     6
 1846    10    10
 1847     6     5
 1848    10     9
 1849     5     6
 1850     9    10
 1851     2     3
 1852     2     1
 1853     1     2
 1854     2     3
 1855     7     7
 1856     1     1
 1857     8     8
 1858     6     6
 1859     3     2
 1860     3     2
 1861     6     6
 1862     6     7
 1863     4     3
 1864     2     2
 1865     7     6
 1866     6     6
 1867     8     7
 1868     6     6
 1869     1     1
 1870     8     9
 1871     8     7
 1872    11    10
 1873     1     1
